gitaccount_id,district_id,frequency,date
3702,53,POPLATEK MESICNE,1995/4/13
4852,47,POPLATEK MESICNE,1995/4/13
2750,13,POPLATEK MESICNE,1995/4/13
1046,1,POPLATEK MESICNE,1995/4/14
3729,31,POPLATEK MESICNE,1995/4/14
1862,19,POPLATEK TYDNE,1995/4/15
1309,1,POPLATEK MESICNE,1995/4/15
1315,13,POPLATEK MESICNE,1995/4/17
3321,17,POPLATEK MESICNE,1995/4/18
3231,73,POPLATEK MESICNE,1995/4/18
5724,14,POPLATEK PO OBRATU,1995/4/19
3823,74,POPLATEK MESICNE,1995/4/19
2726,18,POPLATEK MESICNE,1995/4/20
1038,64,POPLATEK MESICNE,1995/4/20
7861,34,POPLATEK MESICNE,1995/4/22
819,20,POPLATEK MESICNE,1995/4/22
455,54,POPLATEK MESICNE,1995/4/23
3930,37,POPLATEK MESICNE,1995/4/25
4423,39,POPLATEK MESICNE,1995/4/26
267,38,POPLATEK MESICNE,1995/4/26
922,61,POPLATEK MESICNE,1995/4/27
3735,1,POPLATEK MESICNE,1995/4/27
3449,1,POPLATEK MESICNE,1995/4/27
2751,31,POPLATEK MESICNE,1995/4/28
404,41,POPLATEK MESICNE,1995/4/28
2547,74,POPLATEK MESICNE,1995/4/28
1248,22,POPLATEK MESICNE,1995/4/29
2331,8,POPLATEK MESICNE,1995/4/29
1010,61,POPLATEK MESICNE,1995/5/1
54,4,POPLATEK MESICNE,1995/5/2
2364,33,POPLATEK MESICNE,1995/5/3
1280,70,POPLATEK MESICNE,1995/5/3
2931,36,POPLATEK MESICNE,1995/5/4
10351,23,POPLATEK MESICNE,1995/5/4
3936,39,POPLATEK MESICNE,1995/5/4
5194,1,POPLATEK PO OBRATU,1995/5/5
3464,25,POPLATEK MESICNE,1995/5/5
533,40,POPLATEK MESICNE,1995/5/7
3940,35,POPLATEK TYDNE,1995/5/7
4538,70,POPLATEK MESICNE,1995/5/7
454,7,POPLATEK MESICNE,1995/5/7
1183,12,POPLATEK MESICNE,1995/5/8
2323,72,POPLATEK MESICNE,1995/5/8
463,51,POPLATEK MESICNE,1995/5/8
285,17,POPLATEK MESICNE,1995/5/8
4105,58,POPLATEK MESICNE,1995/5/8
2525,45,POPLATEK MESICNE,1995/5/8
6434,1,POPLATEK MESICNE,1995/5/8
2919,77,POPLATEK MESICNE,1995/5/10
1741,21,POPLATEK MESICNE,1995/5/10
746,75,POPLATEK MESICNE,1995/5/10
256,37,POPLATEK MESICNE,1995/5/14
3845,48,POPLATEK MESICNE,1995/5/14
4014,56,POPLATEK PO OBRATU,1995/5/15
2178,64,POPLATEK MESICNE,1995/5/15
2935,68,POPLATEK MESICNE,1995/5/15
544,32,POPLATEK MESICNE,1995/5/15
1720,35,POPLATEK MESICNE,1995/5/16
875,63,POPLATEK MESICNE,1995/5/17
733,49,POPLATEK TYDNE,1995/5/17
3251,59,POPLATEK MESICNE,1995/5/18
5358,4,POPLATEK MESICNE,1995/5/18
2521,63,POPLATEK MESICNE,1995/5/19
10963,16,POPLATEK MESICNE,1995/5/20
57,1,POPLATEK MESICNE,1995/5/21
4589,4,POPLATEK MESICNE,1995/5/22
490,45,POPLATEK MESICNE,1995/5/23
3386,2,POPLATEK MESICNE,1995/5/23
8998,61,POPLATEK MESICNE,1995/5/24
11349,1,POPLATEK TYDNE,1995/5/26
2969,29,POPLATEK MESICNE,1995/5/26
1530,70,POPLATEK MESICNE,1995/5/27
1642,64,POPLATEK MESICNE,1995/5/27
6358,3,POPLATEK MESICNE,1995/5/27
10001,24,POPLATEK MESICNE,1995/5/28
3186,10,POPLATEK MESICNE,1995/5/28
1059,8,POPLATEK MESICNE,1995/5/30
3624,32,POPLATEK TYDNE,1995/5/30
1974,42,POPLATEK MESICNE,1995/6/1
2559,32,POPLATEK MESICNE,1995/6/1
11069,37,POPLATEK MESICNE,1995/6/2
3874,51,POPLATEK MESICNE,1995/6/2
3520,72,POPLATEK MESICNE,1995/6/4
2018,42,POPLATEK MESICNE,1995/6/4
2877,37,POPLATEK MESICNE,1995/6/4
2642,68,POPLATEK MESICNE,1995/6/5
553,26,POPLATEK MESICNE,1995/6/6
1092,41,POPLATEK MESICNE,1995/6/6
471,47,POPLATEK MESICNE,1995/6/7
53,77,POPLATEK MESICNE,1995/6/7
1413,65,POPLATEK MESICNE,1995/6/7
5774,1,POPLATEK MESICNE,1995/6/8
3392,1,POPLATEK MESICNE,1995/6/8
1465,30,POPLATEK MESICNE,1995/6/8
1420,68,POPLATEK MESICNE,1995/6/8
1620,17,POPLATEK MESICNE,1995/6/8
4121,54,POPLATEK MESICNE,1995/6/8
754,1,POPLATEK MESICNE,1995/6/8
3045,1,POPLATEK MESICNE,1995/6/8
3453,13,POPLATEK MESICNE,1995/6/8
1696,43,POPLATEK MESICNE,1995/6/9
2139,8,POPLATEK MESICNE,1995/6/9
1793,56,POPLATEK MESICNE,1995/6/10
3725,33,POPLATEK MESICNE,1995/6/11
896,3,POPLATEK MESICNE,1995/6/11
3252,12,POPLATEK MESICNE,1995/6/12
808,69,POPLATEK MESICNE,1995/6/13
3601,54,POPLATEK MESICNE,1995/6/13
131,52,POPLATEK MESICNE,1995/6/13
3124,6,POPLATEK MESICNE,1995/6/13
7618,72,POPLATEK TYDNE,1995/6/13
807,76,POPLATEK TYDNE,1995/6/13
3847,33,POPLATEK MESICNE,1995/6/13
223,39,POPLATEK MESICNE,1995/6/13
2328,35,POPLATEK MESICNE,1995/6/14
1519,9,POPLATEK MESICNE,1995/6/14
10019,8,POPLATEK MESICNE,1995/6/15
458,7,POPLATEK MESICNE,1995/6/16
120,65,POPLATEK TYDNE,1995/6/16
1846,6,POPLATEK MESICNE,1995/6/17
2096,32,POPLATEK MESICNE,1995/6/17
2297,46,POPLATEK MESICNE,1995/6/18
7184,5,POPLATEK MESICNE,1995/6/19
2781,16,POPLATEK MESICNE,1995/6/20
1031,74,POPLATEK MESICNE,1995/6/20
3810,43,POPLATEK MESICNE,1995/6/22
1151,40,POPLATEK MESICNE,1995/6/23
1728,74,POPLATEK MESICNE,1995/6/23
9235,37,POPLATEK MESICNE,1995/6/24
3363,30,POPLATEK MESICNE,1995/6/24
3436,5,POPLATEK MESICNE,1995/6/24
2533,49,POPLATEK MESICNE,1995/6/27
99,1,POPLATEK MESICNE,1995/6/27
638,65,POPLATEK MESICNE,1995/6/28
2292,41,POPLATEK MESICNE,1995/6/29
1725,72,POPLATEK PO OBRATU,1995/7/3
3410,39,POPLATEK MESICNE,1995/7/3
1597,68,POPLATEK MESICNE,1995/7/4
2041,48,POPLATEK MESICNE,1995/7/5
5742,74,POPLATEK PO OBRATU,1995/7/5
4415,73,POPLATEK MESICNE,1995/7/5
4330,47,POPLATEK MESICNE,1995/7/5
3458,63,POPLATEK MESICNE,1995/7/7
3330,76,POPLATEK MESICNE,1995/7/8
6649,1,POPLATEK MESICNE,1995/7/8
3779,74,POPLATEK MESICNE,1995/7/8
1103,66,POPLATEK MESICNE,1995/7/9
731,5,POPLATEK MESICNE,1995/7/11
2307,60,POPLATEK MESICNE,1995/7/12
3474,23,POPLATEK MESICNE,1995/7/12
625,70,POPLATEK MESICNE,1995/7/12
1075,35,POPLATEK MESICNE,1995/7/13
2281,1,POPLATEK MESICNE,1995/7/13
3895,27,POPLATEK MESICNE,1995/7/14
5263,64,POPLATEK MESICNE,1995/7/14
5794,70,POPLATEK MESICNE,1995/7/14
1220,1,POPLATEK MESICNE,1995/7/15
1568,23,POPLATEK MESICNE,1995/7/15
1344,12,POPLATEK PO OBRATU,1995/7/16
8547,14,POPLATEK TYDNE,1995/7/17
1135,1,POPLATEK MESICNE,1995/7/17
4263,5,POPLATEK MESICNE,1995/7/17
3532,73,POPLATEK MESICNE,1995/7/18
1251,34,POPLATEK TYDNE,1995/7/18
1936,70,POPLATEK MESICNE,1995/7/18
2244,46,POPLATEK MESICNE,1995/7/19
2310,15,POPLATEK MESICNE,1995/7/19
1994,42,POPLATEK MESICNE,1995/7/19
720,54,POPLATEK MESICNE,1995/7/20
1472,2,POPLATEK MESICNE,1995/7/20
2144,55,POPLATEK PO OBRATU,1995/7/21
953,14,POPLATEK MESICNE,1995/7/22
4081,11,POPLATEK MESICNE,1995/7/22
10018,8,POPLATEK MESICNE,1995/7/23
2553,41,POPLATEK MESICNE,1995/7/24
2520,18,POPLATEK MESICNE,1995/7/25
1252,13,POPLATEK TYDNE,1995/7/26
3357,54,POPLATEK MESICNE,1995/7/26
6985,38,POPLATEK MESICNE,1995/7/27
2957,25,POPLATEK MESICNE,1995/7/28
4948,43,POPLATEK MESICNE,1995/7/29
1803,24,POPLATEK MESICNE,1995/7/29
2577,7,POPLATEK MESICNE,1995/7/30
1009,1,POPLATEK TYDNE,1995/8/1
2265,65,POPLATEK MESICNE,1995/8/3
675,58,POPLATEK MESICNE,1995/8/3
5033,54,POPLATEK MESICNE,1995/8/3
1971,41,POPLATEK MESICNE,1995/8/4
2830,20,POPLATEK MESICNE,1995/8/4
1927,42,POPLATEK MESICNE,1995/8/4
5118,72,POPLATEK MESICNE,1995/8/5
3203,23,POPLATEK MESICNE,1995/8/7
3270,30,POPLATEK MESICNE,1995/8/8
1520,48,POPLATEK MESICNE,1995/8/8
4681,70,POPLATEK MESICNE,1995/8/8
3902,1,POPLATEK MESICNE,1995/8/8
8327,1,POPLATEK TYDNE,1995/8/8
1203,72,POPLATEK MESICNE,1995/8/9
2608,19,POPLATEK MESICNE,1995/8/9
2206,45,POPLATEK MESICNE,1995/8/10
3216,3,POPLATEK MESICNE,1995/8/11
1122,13,POPLATEK MESICNE,1995/8/12
786,53,POPLATEK MESICNE,1995/8/12
3631,1,POPLATEK MESICNE,1995/8/13
2514,16,POPLATEK MESICNE,1995/8/13
75,1,POPLATEK MESICNE,1995/8/13
3679,64,POPLATEK MESICNE,1995/8/15
2562,35,POPLATEK MESICNE,1995/8/15
2280,68,POPLATEK MESICNE,1995/8/17
3896,45,POPLATEK MESICNE,1995/8/17
11138,70,POPLATEK TYDNE,1995/8/18
5213,1,POPLATEK MESICNE,1995/8/18
531,31,POPLATEK MESICNE,1995/8/18
6856,43,POPLATEK MESICNE,1995/8/19
5024,70,POPLATEK MESICNE,1995/8/20
560,36,POPLATEK MESICNE,1995/8/20
11382,74,POPLATEK MESICNE,1995/8/20
2855,27,POPLATEK MESICNE,1995/8/21
2858,56,POPLATEK MESICNE,1995/8/22
3763,55,POPLATEK MESICNE,1995/8/23
995,64,POPLATEK MESICNE,1995/8/23
3315,23,POPLATEK MESICNE,1995/8/24
3582,19,POPLATEK MESICNE,1995/8/26
420,75,POPLATEK MESICNE,1995/8/26
937,43,POPLATEK MESICNE,1995/8/26
4258,51,POPLATEK MESICNE,1995/8/26
5066,13,POPLATEK TYDNE,1995/8/27
2236,73,POPLATEK MESICNE,1995/8/27
3995,12,POPLATEK MESICNE,1995/8/27
894,46,POPLATEK MESICNE,1995/8/27
418,36,POPLATEK MESICNE,1995/8/27
3254,36,POPLATEK MESICNE,1995/8/27
32,5,POPLATEK MESICNE,1995/8/28
213,73,POPLATEK MESICNE,1995/8/29
2833,64,POPLATEK MESICNE,1995/8/30
3553,70,POPLATEK MESICNE,1995/8/30
9052,43,POPLATEK PO OBRATU,1995/8/30
3139,12,POPLATEK MESICNE,1995/8/30
1562,1,POPLATEK MESICNE,1995/8/30
1961,13,POPLATEK MESICNE,1995/8/30
353,24,POPLATEK MESICNE,1995/8/30
1640,13,POPLATEK MESICNE,1995/9/1
6872,15,POPLATEK MESICNE,1995/9/2
532,26,POPLATEK MESICNE,1995/9/2
674,49,POPLATEK MESICNE,1995/9/2
10365,22,POPLATEK MESICNE,1995/9/2
430,54,POPLATEK MESICNE,1995/9/2
429,63,POPLATEK MESICNE,1995/9/3
3269,37,POPLATEK MESICNE,1995/9/3
1810,50,POPLATEK MESICNE,1995/9/3
665,8,POPLATEK MESICNE,1995/9/3
3855,33,POPLATEK MESICNE,1995/9/4
3866,60,POPLATEK MESICNE,1995/9/5
3914,33,POPLATEK MESICNE,1995/9/5
3807,53,POPLATEK MESICNE,1995/9/5
3925,1,POPLATEK MESICNE,1995/9/5
219,28,POPLATEK MESICNE,1995/9/6
3552,62,POPLATEK MESICNE,1995/9/6
7957,51,POPLATEK MESICNE,1995/9/7
1149,18,POPLATEK MESICNE,1995/9/7
1423,76,POPLATEK MESICNE,1995/9/8
2853,54,POPLATEK MESICNE,1995/9/8
803,19,POPLATEK MESICNE,1995/9/9
2456,65,POPLATEK MESICNE,1995/9/9
619,1,POPLATEK TYDNE,1995/9/9
301,60,POPLATEK MESICNE,1995/9/10
372,55,POPLATEK MESICNE,1995/9/10
3492,33,POPLATEK MESICNE,1995/9/10
6463,16,POPLATEK MESICNE,1995/9/11
3628,70,POPLATEK MESICNE,1995/9/12
2358,7,POPLATEK MESICNE,1995/9/13
1613,1,POPLATEK MESICNE,1995/9/13
2866,43,POPLATEK MESICNE,1995/9/13
3010,46,POPLATEK MESICNE,1995/9/13
3368,24,POPLATEK MESICNE,1995/9/14
5125,1,POPLATEK MESICNE,1995/9/14
994,72,POPLATEK MESICNE,1995/9/15
1674,1,POPLATEK MESICNE,1995/9/15
3234,1,POPLATEK MESICNE,1995/9/16
1452,45,POPLATEK MESICNE,1995/9/16
9377,1,POPLATEK MESICNE,1995/9/17
3758,38,POPLATEK MESICNE,1995/9/19
138,22,POPLATEK MESICNE,1995/9/19
1376,64,POPLATEK MESICNE,1995/9/20
3770,23,POPLATEK MESICNE,1995/9/20
11271,5,POPLATEK MESICNE,1995/9/20
2353,51,POPLATEK MESICNE,1995/9/21
1335,54,POPLATEK MESICNE,1995/9/21
2119,74,POPLATEK MESICNE,1995/9/21
8,57,POPLATEK MESICNE,1995/9/21
1704,70,POPLATEK MESICNE,1995/9/22
1660,1,POPLATEK MESICNE,1995/9/22
5429,71,POPLATEK MESICNE,1995/9/22
3440,22,POPLATEK MESICNE,1995/9/22
2148,1,POPLATEK MESICNE,1995/9/22
676,39,POPLATEK MESICNE,1995/9/22
2731,1,POPLATEK MESICNE,1995/9/26
80,43,POPLATEK MESICNE,1995/9/27
3417,48,POPLATEK MESICNE,1995/9/28
169,4,POPLATEK MESICNE,1995/9/28
4047,45,POPLATEK TYDNE,1995/9/29
7487,4,POPLATEK MESICNE,1995/10/1
992,22,POPLATEK MESICNE,1995/10/1
331,65,POPLATEK MESICNE,1995/10/2
2835,73,POPLATEK MESICNE,1995/10/3
3677,1,POPLATEK MESICNE,1995/10/4
2565,74,POPLATEK MESICNE,1995/10/4
4190,62,POPLATEK MESICNE,1995/10/4
3317,4,POPLATEK MESICNE,1995/10/4
1690,16,POPLATEK MESICNE,1995/10/7
1448,1,POPLATEK MESICNE,1995/10/7
521,9,POPLATEK MESICNE,1995/10/8
3132,56,POPLATEK MESICNE,1995/10/8
3944,22,POPLATEK MESICNE,1995/10/8
1427,17,POPLATEK MESICNE,1995/10/8
1742,68,POPLATEK MESICNE,1995/10/8
6400,31,POPLATEK PO OBRATU,1995/10/9
3486,64,POPLATEK MESICNE,1995/10/9
4473,45,POPLATEK MESICNE,1995/10/9
2965,6,POPLATEK MESICNE,1995/10/10
2301,22,POPLATEK MESICNE,1995/10/10
2674,50,POPLATEK MESICNE,1995/10/10
11,76,POPLATEK MESICNE,1995/10/10
8533,47,POPLATEK MESICNE,1995/10/10
1089,74,POPLATEK MESICNE,1995/10/10
5063,43,POPLATEK MESICNE,1995/10/11
1257,66,POPLATEK MESICNE,1995/10/11
990,17,POPLATEK MESICNE,1995/10/11
1581,39,POPLATEK MESICNE,1995/10/12
2424,1,POPLATEK MESICNE,1995/10/13
917,56,POPLATEK MESICNE,1995/10/13
2255,52,POPLATEK MESICNE,1995/10/14
11362,67,POPLATEK MESICNE,1995/10/14
1796,18,POPLATEK MESICNE,1995/10/14
2834,70,POPLATEK MESICNE,1995/10/14
8114,59,POPLATEK MESICNE,1995/10/14
260,24,POPLATEK MESICNE,1995/10/14
1749,64,POPLATEK MESICNE,1995/10/14
4650,4,POPLATEK MESICNE,1995/10/15
336,62,POPLATEK MESICNE,1995/10/16
308,61,POPLATEK MESICNE,1995/10/16
319,47,POPLATEK TYDNE,1995/10/17
762,76,POPLATEK MESICNE,1995/10/18
1142,74,POPLATEK MESICNE,1995/10/19
3200,17,POPLATEK PO OBRATU,1995/10/20
3646,63,POPLATEK TYDNE,1995/10/20
1206,70,POPLATEK MESICNE,1995/10/21
501,13,POPLATEK MESICNE,1995/10/21
2235,45,POPLATEK MESICNE,1995/10/22
2487,42,POPLATEK MESICNE,1995/10/22
10762,1,POPLATEK MESICNE,1995/10/23
3131,21,POPLATEK MESICNE,1995/10/23
10520,55,POPLATEK PO OBRATU,1995/10/24
2515,64,POPLATEK MESICNE,1995/10/24
2727,1,POPLATEK MESICNE,1995/10/25
1756,38,POPLATEK MESICNE,1995/10/26
2500,61,POPLATEK MESICNE,1995/10/26
1426,40,POPLATEK MESICNE,1995/10/27
602,43,POPLATEK MESICNE,1995/10/27
3637,53,POPLATEK MESICNE,1995/10/28
2481,1,POPLATEK MESICNE,1995/10/28
3080,57,POPLATEK MESICNE,1995/10/29
2621,55,POPLATEK MESICNE,1995/10/29
1238,1,POPLATEK MESICNE,1995/10/29
10710,19,POPLATEK MESICNE,1995/10/30
2871,52,POPLATEK MESICNE,1995/10/30
1403,17,POPLATEK MESICNE,1995/11/2
1629,10,POPLATEK MESICNE,1995/11/2
9353,59,POPLATEK MESICNE,1995/11/3
820,74,POPLATEK MESICNE,1995/11/4
3384,14,POPLATEK MESICNE,1995/11/5
257,11,POPLATEK MESICNE,1995/11/5
479,1,POPLATEK MESICNE,1995/11/5
3764,69,POPLATEK MESICNE,1995/11/5
155,58,POPLATEK MESICNE,1995/11/7
3945,50,POPLATEK MESICNE,1995/11/7
2157,77,POPLATEK MESICNE,1995/11/8
2051,64,POPLATEK TYDNE,1995/11/8
3061,76,POPLATEK MESICNE,1995/11/8
3111,60,POPLATEK MESICNE,1995/11/8
1691,48,POPLATEK MESICNE,1995/11/8
1044,14,POPLATEK MESICNE,1995/11/9
1945,56,POPLATEK MESICNE,1995/11/9
9790,52,POPLATEK MESICNE,1995/11/9
9928,60,POPLATEK MESICNE,1995/11/9
2580,60,POPLATEK MESICNE,1995/11/9
1599,57,POPLATEK MESICNE,1995/11/10
11079,16,POPLATEK MESICNE,1995/11/10
968,74,POPLATEK MESICNE,1995/11/11
810,46,POPLATEK MESICNE,1995/11/11
1760,53,POPLATEK MESICNE,1995/11/11
2550,67,POPLATEK MESICNE,1995/11/11
3572,65,POPLATEK MESICNE,1995/11/12
1030,57,POPLATEK MESICNE,1995/11/12
487,40,POPLATEK MESICNE,1995/11/14
3767,1,POPLATEK MESICNE,1995/11/15
348,25,POPLATEK MESICNE,1995/11/15
1867,52,POPLATEK MESICNE,1995/11/15
2516,6,POPLATEK MESICNE,1995/11/16
3303,1,POPLATEK MESICNE,1995/11/17
933,21,POPLATEK MESICNE,1995/11/18
3229,64,POPLATEK MESICNE,1995/11/18
1700,64,POPLATEK MESICNE,1995/11/18
2836,42,POPLATEK MESICNE,1995/11/18
338,49,POPLATEK MESICNE,1995/11/18
3148,33,POPLATEK MESICNE,1995/11/19
1357,56,POPLATEK MESICNE,1995/11/20
3772,7,POPLATEK MESICNE,1995/11/20
486,33,POPLATEK MESICNE,1995/11/21
1395,1,POPLATEK MESICNE,1995/11/21
1341,36,POPLATEK MESICNE,1995/11/21
9017,70,POPLATEK MESICNE,1995/11/22
10411,39,POPLATEK PO OBRATU,1995/11/23
2783,43,POPLATEK MESICNE,1995/11/23
2015,68,POPLATEK MESICNE,1995/11/25
2341,33,POPLATEK MESICNE,1995/11/25
565,39,POPLATEK MESICNE,1995/11/25
337,17,POPLATEK MESICNE,1995/11/25
3780,44,POPLATEK MESICNE,1995/11/25
557,1,POPLATEK MESICNE,1995/11/26
3490,48,POPLATEK MESICNE,1995/11/26
3973,20,POPLATEK MESICNE,1995/11/27
2043,46,POPLATEK MESICNE,1995/11/27
2003,32,POPLATEK MESICNE,1995/11/27
728,60,POPLATEK MESICNE,1995/11/28
3970,24,POPLATEK MESICNE,1995/11/28
8169,29,POPLATEK MESICNE,1995/11/28
452,63,POPLATEK MESICNE,1995/11/29
3783,40,POPLATEK MESICNE,1995/11/29
3189,29,POPLATEK MESICNE,1995/11/29
3689,8,POPLATEK MESICNE,1995/11/29
2803,58,POPLATEK MESICNE,1995/12/1
1901,15,POPLATEK MESICNE,1995/12/1
3525,70,POPLATEK MESICNE,1995/12/1
3320,1,POPLATEK MESICNE,1995/12/1
2851,17,POPLATEK MESICNE,1995/12/2
2309,18,POPLATEK MESICNE,1995/12/3
2437,1,POPLATEK MESICNE,1995/12/4
1825,3,POPLATEK MESICNE,1995/12/5
253,46,POPLATEK MESICNE,1995/12/5
474,61,POPLATEK MESICNE,1995/12/6
633,57,POPLATEK MESICNE,1995/12/6
2374,1,POPLATEK MESICNE,1995/12/7
1104,39,POPLATEK MESICNE,1995/12/7
2692,28,POPLATEK MESICNE,1995/12/8
6927,74,POPLATEK TYDNE,1995/12/8
924,11,POPLATEK MESICNE,1995/12/9
3305,13,POPLATEK MESICNE,1995/12/9
2237,26,POPLATEK MESICNE,1995/12/13
1917,73,POPLATEK MESICNE,1995/12/13
1685,28,POPLATEK MESICNE,1995/12/13
791,49,POPLATEK MESICNE,1995/12/14
3858,2,POPLATEK MESICNE,1995/12/14
5001,53,POPLATEK MESICNE,1995/12/15
1469,67,POPLATEK MESICNE,1995/12/15
3476,3,POPLATEK MESICNE,1995/12/16
8039,9,POPLATEK MESICNE,1995/12/17
3205,1,POPLATEK MESICNE,1995/12/17
5477,57,POPLATEK MESICNE,1995/12/17
1212,70,POPLATEK MESICNE,1995/12/18
2095,56,POPLATEK MESICNE,1995/12/19
1137,60,POPLATEK MESICNE,1995/12/19
2570,1,POPLATEK MESICNE,1995/12/19
3092,46,POPLATEK MESICNE,1995/12/20
5661,53,POPLATEK MESICNE,1995/12/20
809,36,POPLATEK MESICNE,1995/12/20
522,17,POPLATEK MESICNE,1995/12/20
2630,64,POPLATEK MESICNE,1995/12/21
957,70,POPLATEK MESICNE,1995/12/22
1682,49,POPLATEK MESICNE,1995/12/22
3587,64,POPLATEK MESICNE,1995/12/24
4269,26,POPLATEK MESICNE,1995/12/24
3338,25,POPLATEK MESICNE,1995/12/24
3655,1,POPLATEK MESICNE,1995/12/24
84,44,POPLATEK PO OBRATU,1995/12/25
4439,30,POPLATEK MESICNE,1995/12/25
4462,73,POPLATEK TYDNE,1995/12/27
3814,74,POPLATEK MESICNE,1995/12/27
2780,63,POPLATEK MESICNE,1995/12/29
3273,74,POPLATEK MESICNE,1995/12/29
3559,18,POPLATEK MESICNE,1995/12/30
3968,36,POPLATEK MESICNE,1996/1/1
2159,1,POPLATEK MESICNE,1996/1/1
849,1,POPLATEK MESICNE,1996/1/1
2288,69,POPLATEK MESICNE,1996/1/1
3051,9,POPLATEK MESICNE,1996/1/1
946,21,POPLATEK MESICNE,1996/1/1
2075,33,POPLATEK MESICNE,1996/1/1
8931,63,POPLATEK TYDNE,1996/1/1
9225,11,POPLATEK MESICNE,1996/1/1
3278,4,POPLATEK MESICNE,1996/1/2
2811,4,POPLATEK MESICNE,1996/1/2
1670,12,POPLATEK MESICNE,1996/1/2
275,29,POPLATEK MESICNE,1996/1/2
1455,66,POPLATEK MESICNE,1996/1/3
1311,60,POPLATEK MESICNE,1996/1/3
6678,54,POPLATEK MESICNE,1996/1/3
145,31,POPLATEK MESICNE,1996/1/3
312,41,POPLATEK MESICNE,1996/1/3
2233,43,POPLATEK MESICNE,1996/1/3
3530,34,POPLATEK MESICNE,1996/1/3
7828,36,POPLATEK MESICNE,1996/1/5
9024,1,POPLATEK MESICNE,1996/1/5
1711,63,POPLATEK MESICNE,1996/1/5
2223,44,POPLATEK MESICNE,1996/1/5
646,51,POPLATEK MESICNE,1996/1/6
2548,57,POPLATEK MESICNE,1996/1/6
2567,17,POPLATEK MESICNE,1996/1/7
2153,31,POPLATEK TYDNE,1996/1/7
1243,1,POPLATEK MESICNE,1996/1/7
3238,47,POPLATEK MESICNE,1996/1/7
954,74,POPLATEK MESICNE,1996/1/8
9633,70,POPLATEK MESICNE,1996/1/8
2716,66,POPLATEK MESICNE,1996/1/8
1580,69,POPLATEK MESICNE,1996/1/8
1483,10,POPLATEK MESICNE,1996/1/9
1263,30,POPLATEK TYDNE,1996/1/9
3966,42,POPLATEK MESICNE,1996/1/9
3937,76,POPLATEK MESICNE,1996/1/10
1591,65,POPLATEK MESICNE,1996/1/10
658,4,POPLATEK MESICNE,1996/1/10
3638,52,POPLATEK PO OBRATU,1996/1/10
2605,21,POPLATEK MESICNE,1996/1/10
3661,50,POPLATEK MESICNE,1996/1/11
2686,26,POPLATEK MESICNE,1996/1/11
2944,22,POPLATEK MESICNE,1996/1/11
4994,1,POPLATEK TYDNE,1996/1/11
3949,54,POPLATEK MESICNE,1996/1/11
332,36,POPLATEK MESICNE,1996/1/12
69,64,POPLATEK MESICNE,1996/1/12
3673,30,POPLATEK MESICNE,1996/1/12
5267,4,POPLATEK MESICNE,1996/1/12
3170,1,POPLATEK MESICNE,1996/1/12
1632,18,POPLATEK TYDNE,1996/1/13
2143,1,POPLATEK MESICNE,1996/1/13
1227,69,POPLATEK MESICNE,1996/1/13
204,67,POPLATEK MESICNE,1996/1/13
1093,54,POPLATEK MESICNE,1996/1/14
1486,63,POPLATEK MESICNE,1996/1/15
4253,43,POPLATEK MESICNE,1996/1/16
1196,29,POPLATEK MESICNE,1996/1/16
3442,4,POPLATEK MESICNE,1996/1/16
9051,5,POPLATEK TYDNE,1996/1/17
3373,27,POPLATEK MESICNE,1996/1/18
1036,11,POPLATEK MESICNE,1996/1/18
3727,66,POPLATEK MESICNE,1996/1/19
2844,43,POPLATEK MESICNE,1996/1/19
10297,14,POPLATEK MESICNE,1996/1/19
3755,64,POPLATEK MESICNE,1996/1/20
1298,7,POPLATEK MESICNE,1996/1/20
1139,34,POPLATEK PO OBRATU,1996/1/20
660,68,POPLATEK MESICNE,1996/1/20
335,74,POPLATEK MESICNE,1996/1/20
412,74,POPLATEK MESICNE,1996/1/21
2863,14,POPLATEK MESICNE,1996/1/21
2274,66,POPLATEK MESICNE,1996/1/21
2522,36,POPLATEK MESICNE,1996/1/21
4981,54,POPLATEK MESICNE,1996/1/22
771,22,POPLATEK MESICNE,1996/1/22
3832,45,POPLATEK MESICNE,1996/1/22
1508,69,POPLATEK MESICNE,1996/1/22
3784,25,POPLATEK MESICNE,1996/1/22
9645,38,POPLATEK MESICNE,1996/1/23
3947,76,POPLATEK MESICNE,1996/1/23
2416,5,POPLATEK MESICNE,1996/1/23
2243,25,POPLATEK MESICNE,1996/1/24
3993,54,POPLATEK MESICNE,1996/1/24
2225,15,POPLATEK MESICNE,1996/1/24
1759,39,POPLATEK MESICNE,1996/1/25
2207,35,POPLATEK MESICNE,1996/1/25
3803,61,POPLATEK MESICNE,1996/1/26
2754,57,POPLATEK TYDNE,1996/1/26
3009,1,POPLATEK MESICNE,1996/1/26
314,15,POPLATEK PO OBRATU,1996/1/26
554,26,POPLATEK MESICNE,1996/1/26
2217,73,POPLATEK MESICNE,1996/1/27
262,75,POPLATEK MESICNE,1996/1/27
2214,45,POPLATEK MESICNE,1996/1/27
976,77,POPLATEK MESICNE,1996/1/27
1439,11,POPLATEK MESICNE,1996/1/27
417,73,POPLATEK MESICNE,1996/1/27
3084,59,POPLATEK TYDNE,1996/1/28
4204,21,POPLATEK MESICNE,1996/1/29
9504,9,POPLATEK MESICNE,1996/1/29
414,1,POPLATEK MESICNE,1996/1/29
4424,48,POPLATEK MESICNE,1996/1/29
